innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,16,2,Royal Challengers Bengaluru,RK Singh,JR Hazlewood,R Pandit,wicket,struck down,False
2,19,5,Kolkata Knight Riders,V Kohli,VG Arora,Nitin Menon,wicket,struck down,False
