match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2021-04-12,Punjab Kings,"Wankhede Stadium, Mumbai",25,11,1,3,227.27,c KL Rahul b Mohammed Shami,6
7,2021-04-15,Delhi Capitals,"Wankhede Stadium, Mumbai",2,5,0,0,40.0,c S Dhawan b Avesh Khan,6
12,2021-04-19,Chennai Super Kings,"Wankhede Stadium, Mumbai",3,7,0,0,42.86,c RA Jadeja b MM Ali,6
16,2021-04-22,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",25,16,4,0,156.25,c YS Chahal b HV Patel,6
24,2021-04-29,Mumbai Indians,"Arun Jaitley Stadium, Delhi",8,7,1,0,114.29,not out,6
28,2021-05-02,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",15,8,0,1,187.5,not out,4
32,2021-09-21,Punjab Kings,Dubai International Cricket Stadium,4,5,0,0,80.0,c AK Markram b Mohammed Shami,6
36,2021-09-25,Delhi Capitals,"Zayed Cricket Stadium, Abu Dhabi",2,7,0,0,28.57,b AR Patel,6
40,2021-09-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,1,0,0,0.0,c JJ Roy b S Kaul,6
43,2021-09-29,Royal Challengers Bangalore,Dubai International Cricket Stadium,9,16,0,0,56.25,c V Kohli b HV Patel,7
