match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2024-03-24,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,45,1,11.25,8,1,0
11,2024-03-30,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,34,2,8.5,10,1,0
28,2024-04-14,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,29,2,7.25,12,1,0
34,2024-04-19,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,37,1,9.25,7,3,0
39,2024-04-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,50,1,12.5,6,0,0
44,2024-04-27,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,52,0,13.0,5,0,0
48,2024-04-30,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,36,2,9.0,10,0,0
54,2024-05-05,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2.0,0,28,0,14.0,4,1,0
64,2024-05-14,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,29,0,7.25,11,0,0
67,2024-05-17,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,45,1,11.25,9,2,0
