match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
20,2020-10-06,Mumbai Indians,Sheikh Zayed Stadium,4.0,0,36,1,9.0,7,3,0
23,2020-10-09,Delhi Capitals,Sharjah Cricket Stadium,4.0,0,35,1,8.75,8,1,0
26,2020-10-11,Sunrisers Hyderabad,Dubai International Cricket Stadium,3.0,0,29,1,9.67,5,0,0
30,2020-10-14,Delhi Capitals,Dubai International Cricket Stadium,4.0,0,30,1,7.5,9,1,0
33,2020-10-17,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,32,1,8.0,8,3,0
37,2020-10-19,Chennai Super Kings,Sheikh Zayed Stadium,4.0,0,35,1,8.75,10,1,0
40,2020-10-22,Sunrisers Hyderabad,Dubai International Cricket Stadium,3.1,0,42,0,13.26,7,2,0
45,2020-10-25,Mumbai Indians,Sheikh Zayed Stadium,4.0,0,45,1,11.25,6,0,0
50,2020-10-30,Kings XI Punjab,Sheikh Zayed Stadium,4.0,0,47,0,11.75,9,0,1
54,2020-11-01,Kolkata Knight Riders,Dubai International Cricket Stadium,4.0,0,36,2,9.0,9,0,0
