match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2017-04-08,Kings XI Punjab,Holkar Cricket Stadium,2.0,0,24,0,12.0,4,2,0
17,2017-04-16,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,26,0,6.5,7,1,0
24,2017-04-22,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,4.0,0,20,1,5.0,10,0,0
28,2017-04-24,Mumbai Indians,Wankhede Stadium,1.0,0,6,1,6.0,3,0,0
30,2017-04-26,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,4.0,0,31,1,7.75,7,2,0
34,2017-04-29,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,4.0,0,25,1,6.25,10,0,0
39,2017-05-01,Gujarat Lions,Maharashtra Cricket Association Stadium,3.0,0,27,1,9.0,2,1,0
41,2017-05-03,Kolkata Knight Riders,Eden Gardens,3.0,0,23,1,7.67,6,0,0
44,2017-05-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3.0,0,21,0,7.0,6,0,0
52,2017-05-12,Delhi Daredevils,Feroz Shah Kotla,2.0,0,18,1,9.0,1,0,0
55,2017-05-14,Kings XI Punjab,Maharashtra Cricket Association Stadium,2.0,0,10,2,5.0,4,0,0
57,2017-05-16,Mumbai Indians,Wankhede Stadium,4.0,0,33,0,8.25,5,1,0
60,2017-05-21,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",4.0,0,34,2,8.5,9,2,0
