match_number,date,opponent,catches,stumpings,run_outs
34,2017-04-29,Royal Challengers Bangalore,1,0,0
41,2017-05-03,Kolkata Knight Riders,0,0,1
52,2017-05-12,Delhi Daredevils,1,0,0
55,2017-05-14,Kings XI Punjab,1,0,0
57,2017-05-16,Mumbai Indians,3,0,0
60,2017-05-21,Mumbai Indians,0,0,1
