match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2011-04-09,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",6,9,1,0,66.67,b SK Trivedi,4
6,2011-04-11,Kolkata Knight Riders,Eden Gardens,48,40,6,1,120.0,c JH Kallis b R Bhatia,3
11,2011-04-14,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",61,35,5,3,174.29,not out,4
15,2011-04-16,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",14,12,2,0,116.67,c SE Marsh b PC Valthaty,5
19,2011-04-19,Delhi Daredevils,Feroz Shah Kotla,5,3,0,0,166.67,not out,6
27,2011-04-24,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",6,8,1,0,75.0,c R Sathish b KA Pollard,5
32,2011-04-27,Kochi Tuskers Kerala,Nehru Stadium,4,10,0,0,40.0,c S Sreesanth b R Vinay Kumar,3
39,2011-05-01,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",17,15,0,0,113.33,c SB Jakati b JA Morkel,3
42,2011-05-03,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",12,7,2,0,171.43,not out,7
46,2011-05-05,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",1,2,0,0,50.0,c AJ Finch b AB Agarkar,6
53,2011-05-10,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",18,14,2,0,128.57,not out,6
59,2011-05-14,Mumbai Indians,Wankhede Stadium,10,11,1,0,90.91,c TL Suman b DS Kulkarni,5
62,2011-05-16,Pune Warriors,Dr DY Patil Sports Academy,5,4,1,0,125.0,not out,6
