match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2018-04-08,Delhi Daredevils,Punjab Cricket Association IS Bindra Stadium,50,33,5,2,151.52,c TA Boult b DT Christian,4
8,2018-04-13,Royal Challengers Bangalore,M.Chinnaswamy Stadium,29,26,3,0,111.54,b K Khejroliya,5
12,2018-04-15,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,29,17,2,1,170.59,c RA Jadeja b DJ Bravo,6
16,2018-04-19,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,31,21,3,1,147.62,c S Dhawan b B Kumar,4
22,2018-04-23,Delhi Daredevils,Arun Jaitley Stadium,34,32,4,0,106.25,c SS Iyer b LE Plunkett,4
25,2018-04-26,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,13,17,0,0,76.47,lbw b Rashid Khan,4
34,2018-05-04,Mumbai Indians,Holkar Cricket Stadium,23,12,1,2,191.67,c HH Pandya b MJ McClenaghan,4
38,2018-05-06,Rajasthan Royals,Holkar Cricket Stadium,31,23,2,2,134.78,b Anureet Singh,4
40,2018-05-08,Rajasthan Royals,Sawai Mansingh Stadium,3,5,0,0,60.0,c JD Unadkat b JC Archer,4
44,2018-05-12,Kolkata Knight Riders,Holkar Cricket Stadium,3,6,0,0,50.0,c M Prasidh Krishna b AD Russell,4
48,2018-05-14,Royal Challengers Bangalore,Holkar Cricket Stadium,1,3,0,0,33.33,c V Kohli b Mohammed Siraj,3
56,2018-05-20,Chennai Super Kings,Maharashtra Cricket Association Stadium,54,26,3,5,207.69,c DL Chahar b DJ Bravo,6
