match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
2,Mumbai Indians,AM Rahane,60,34,6,3,176.47,c N Rana b TG Southee
2,Mumbai Indians,MA Agarwal,6,5,1,0,120.0,c RG Sharma b MJ McClenaghan
2,Mumbai Indians,SPD Smith,84,54,7,3,155.56,not out
2,Mumbai Indians,BA Stokes,21,14,3,0,150.0,c TG Southee b HH Pandya
2,Mumbai Indians,MS Dhoni,12,12,1,0,100.0,not out
4,Kings XI Punjab,AM Rahane,19,15,1,1,126.67,c MP Stoinis b T Natarajan
4,Kings XI Punjab,MA Agarwal,0,4,0,0,0.0,b Sandeep Sharma
4,Kings XI Punjab,SPD Smith,26,27,3,0,96.3,c M Vohra b MP Stoinis
4,Kings XI Punjab,BA Stokes,50,32,2,3,156.25,c & b AR Patel
4,Kings XI Punjab,MS Dhoni,5,11,0,0,45.45,c & b Swapnil Singh
4,Kings XI Punjab,MK Tiwary,40,23,3,2,173.91,not out
4,Kings XI Punjab,DT Christian,17,8,2,1,212.5,c GJ Maxwell b Sandeep Sharma
9,Delhi Daredevils,AM Rahane,10,9,0,0,111.11,c SV Samson b Z Khan
9,Delhi Daredevils,MA Agarwal,20,18,2,0,111.11,c CH Morris b Z Khan
9,Delhi Daredevils,F du Plessis,8,7,1,0,114.29,c RR Pant b S Nadeem
9,Delhi Daredevils,RA Tripathi,10,5,2,0,200.0,c S Nadeem b CH Morris
9,Delhi Daredevils,BA Stokes,2,5,0,0,40.0,c RR Pant b PJ Cummins
9,Delhi Daredevils,MS Dhoni,11,14,0,1,78.57,c KK Nair b A Mishra
9,Delhi Daredevils,R Bhatia,16,17,0,1,94.12,c CH Morris b A Mishra
9,Delhi Daredevils,DL Chahar,14,6,0,2,233.33,c RR Pant b Z Khan
9,Delhi Daredevils,A Zampa,5,7,1,0,71.43,c SV Samson b A Mishra
9,Delhi Daredevils,AB Dinda,7,7,1,0,100.0,c A Mishra b PJ Cummins
9,Delhi Daredevils,Imran Tahir,0,2,0,0,0.0,not out
13,Gujarat Lions,AM Rahane,0,3,0,0,0.0,c SK Raina b P Kumar
13,Gujarat Lions,RA Tripathi,33,17,3,2,194.12,c AJ Finch b AJ Tye
13,Gujarat Lions,SPD Smith,43,28,6,1,153.57,c AJ Finch b DR Smith
13,Gujarat Lions,BA Stokes,25,18,2,1,138.89,b AJ Tye
13,Gujarat Lions,MK Tiwary,31,27,2,1,114.81,c Ishan Kishan b AJ Tye
13,Gujarat Lions,MS Dhoni,5,8,0,0,62.5,lbw b RA Jadeja
13,Gujarat Lions,Ankit Sharma,25,15,2,1,166.67,c BB McCullum b AJ Tye
13,Gujarat Lions,SN Thakur,0,1,0,0,0.0,b AJ Tye
13,Gujarat Lions,LH Ferguson,1,1,0,0,100.0,not out
13,Gujarat Lions,RD Chahar,3,2,0,0,150.0,not out
17,Royal Challengers Bangalore,AM Rahane,30,25,5,0,120.0,b S Badree
17,Royal Challengers Bangalore,RA Tripathi,31,23,3,1,134.78,c V Kohli b P Negi
17,Royal Challengers Bangalore,SPD Smith,27,24,3,0,112.5,b S Aravind
17,Royal Challengers Bangalore,MS Dhoni,28,25,3,1,112.0,b SR Watson
17,Royal Challengers Bangalore,BA Stokes,2,3,0,0,66.67,b AF Milne
17,Royal Challengers Bangalore,DT Christian,1,3,0,0,33.33,c Mandeep Singh b S Aravind
17,Royal Challengers Bangalore,MK Tiwary,27,11,3,2,245.45,"run out (V Kohli, KM Jadhav)"
17,Royal Challengers Bangalore,SN Thakur,0,1,0,0,0.0,c AB de Villiers b AF Milne
17,Royal Challengers Bangalore,JD Unadkat,2,5,0,0,40.0,not out
24,Sunrisers Hyderabad,AM Rahane,2,7,0,0,28.57,c S Kaul b Bipul Sharma
24,Sunrisers Hyderabad,RA Tripathi,59,41,6,3,143.9,run out (Rashid Khan)
24,Sunrisers Hyderabad,SPD Smith,27,21,1,2,128.57,b Rashid Khan
24,Sunrisers Hyderabad,MS Dhoni,61,34,5,3,179.41,not out
24,Sunrisers Hyderabad,BA Stokes,10,9,1,0,111.11,c V Shankar b B Kumar
24,Sunrisers Hyderabad,MK Tiwary,17,8,3,0,212.5,not out
28,Mumbai Indians,AM Rahane,38,32,5,1,118.75,c & b KV Sharma
28,Mumbai Indians,RA Tripathi,45,31,3,2,145.16,c KA Pollard b KV Sharma
28,Mumbai Indians,SPD Smith,17,12,2,0,141.67,b Harbhajan Singh
28,Mumbai Indians,MS Dhoni,7,11,0,0,63.64,b JJ Bumrah
28,Mumbai Indians,BA Stokes,17,12,2,0,141.67,b MG Johnson
28,Mumbai Indians,MK Tiwary,22,13,4,0,169.23,lbw b JJ Bumrah
28,Mumbai Indians,DT Christian,8,7,1,0,114.29,not out
28,Mumbai Indians,Washington Sundar,2,2,0,0,100.0,not out
30,Kolkata Knight Riders,AM Rahane,46,41,4,1,112.2,st RV Uthappa b SP Narine
30,Kolkata Knight Riders,RA Tripathi,38,23,7,0,165.22,b PP Chawla
30,Kolkata Knight Riders,SPD Smith,51,37,4,1,137.84,not out
30,Kolkata Knight Riders,MS Dhoni,23,11,1,2,209.09,st RV Uthappa b Kuldeep Yadav
30,Kolkata Knight Riders,MK Tiwary,1,2,0,0,50.0,st RV Uthappa b Kuldeep Yadav
30,Kolkata Knight Riders,DT Christian,16,6,0,2,266.67,c MK Pandey b UT Yadav
34,Royal Challengers Bangalore,AM Rahane,6,8,0,0,75.0,c AF Milne b S Badree
34,Royal Challengers Bangalore,RA Tripathi,37,28,4,1,132.14,c KM Jadhav b P Negi
34,Royal Challengers Bangalore,SPD Smith,45,32,5,1,140.62,c AF Milne b STR Binny
34,Royal Challengers Bangalore,MK Tiwary,44,35,4,1,125.71,not out
34,Royal Challengers Bangalore,MS Dhoni,21,17,1,1,123.53,not out
39,Gujarat Lions,AM Rahane,4,4,1,0,100.0,lbw b PJ Sangwan
39,Gujarat Lions,RA Tripathi,6,7,1,0,85.71,run out (AJ Finch)
