match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
2,Mumbai Indians,A Zampa,3.0,0,26,1,8.67,4
2,Mumbai Indians,AB Dinda,4.0,0,57,0,14.25,8
2,Mumbai Indians,BA Stokes,4.0,0,36,1,9.0,10
2,Mumbai Indians,DL Chahar,2.0,0,21,0,10.5,6
2,Mumbai Indians,Imran Tahir,4.0,0,28,3,7.0,8
2,Mumbai Indians,R Bhatia,3.0,0,14,2,4.67,5
4,Kings XI Punjab,AB Dinda,3.0,0,26,1,8.67,7
4,Kings XI Punjab,BA Stokes,4.0,0,32,0,8.0,10
4,Kings XI Punjab,DT Christian,2.0,0,24,0,12.0,4
4,Kings XI Punjab,Imran Tahir,4.0,0,29,2,7.25,8
4,Kings XI Punjab,R Bhatia,2.0,0,20,0,10.0,3
4,Kings XI Punjab,RD Chahar,4.0,0,32,1,8.0,8
9,Delhi Daredevils,A Zampa,4.0,0,45,1,11.25,8
9,Delhi Daredevils,AB Dinda,3.0,0,36,0,12.0,6
9,Delhi Daredevils,BA Stokes,4.0,0,41,0,10.25,7
9,Delhi Daredevils,DL Chahar,3.0,0,35,1,11.67,3
9,Delhi Daredevils,Imran Tahir,4.0,0,24,1,6.0,7
9,Delhi Daredevils,R Bhatia,2.0,0,21,0,10.5,1
13,Gujarat Lions,Ankit Sharma,1.0,0,16,0,16.0,1
13,Gujarat Lions,BA Stokes,3.0,0,18,0,6.0,8
13,Gujarat Lions,Imran Tahir,4.0,0,53,1,13.25,6
13,Gujarat Lions,LH Ferguson,4.0,0,44,0,11.0,9
13,Gujarat Lions,RD Chahar,3.0,0,26,1,8.67,8
13,Gujarat Lions,SN Thakur,3.0,0,14,1,4.67,9
17,Royal Challengers Bangalore,BA Stokes,4.0,0,18,3,4.5,11
17,Royal Challengers Bangalore,DT Christian,4.0,0,26,0,6.5,7
17,Royal Challengers Bangalore,Imran Tahir,4.0,0,27,1,6.75,6
17,Royal Challengers Bangalore,JD Unadkat,4.0,0,25,2,6.25,12
17,Royal Challengers Bangalore,SN Thakur,4.0,0,35,3,8.75,10
24,Sunrisers Hyderabad,BA Stokes,2.0,0,19,0,9.5,4
24,Sunrisers Hyderabad,DT Christian,4.0,0,20,1,5.0,10
24,Sunrisers Hyderabad,Imran Tahir,3.0,0,23,1,7.67,5
24,Sunrisers Hyderabad,JD Unadkat,4.0,0,41,1,10.25,6
24,Sunrisers Hyderabad,SN Thakur,4.0,0,50,0,12.5,4
24,Sunrisers Hyderabad,Washington Sundar,3.0,0,19,0,6.33,5
28,Mumbai Indians,BA Stokes,4.0,1,21,2,5.25,8
28,Mumbai Indians,DT Christian,1.0,0,6,1,6.0,3
28,Mumbai Indians,Imran Tahir,4.0,0,32,1,8.0,12
28,Mumbai Indians,JD Unadkat,4.0,0,40,2,10.0,7
