innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,YBK Jaiswal,6,3,V Suryavanshi,0,0,6,3
1,Rajasthan Royals,2,Dhruv Jurel,2,6,V Suryavanshi,4,2,6,8
1,Rajasthan Royals,3,R Parag,61,35,Dhruv Jurel,40,24,102,59
1,Rajasthan Royals,4,RA Jadeja,20,14,R Parag,29,14,53,28
1,Rajasthan Royals,5,D Ferreira,1,1,R Parag,0,1,1,2
1,Rajasthan Royals,6,SB Dubey,6,6,D Ferreira,30,9,40,15
1,Rajasthan Royals,7,JC Archer,1,1,D Ferreira,16,4,17,5
2,Delhi Capitals,1,P Nissanka,62,33,KL Rahul,47,24,110,57
2,Delhi Capitals,2,N Rana,33,17,KL Rahul,23,13,61,30
2,Delhi Capitals,3,T Stubbs,1,2,KL Rahul,5,3,6,5
2,Delhi Capitals,4,Ashutosh Sharma,25,15,T Stubbs,17,9,49,23
