innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,15,3,Kolkata Knight Riders,JD Unadkat,Harshit Rana,J Madanagopal,wicket,struck down,False
1,18,5,Kolkata Knight Riders,JD Unadkat,SP Narine,Nitin Menon,wicket,upheld,False
2,9,5,Kolkata Knight Riders,Rahmanullah Gurbaz,Shahbaz Ahmed,J Madanagopal,wicket,struck down,True
