match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2013-04-05,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",27,30,2,0,90.0,b Yuvraj Singh,1
7,2013-04-07,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",23,21,2,0,109.52,b M Muralitharan,1
9,2013-04-09,Royal Challengers Bangalore,M Chinnaswamy Stadium,12,11,2,0,109.09,c R Vinay Kumar b RP Singh,1
14,2013-04-12,Delhi Daredevils,Feroz Shah Kotla,1,8,0,0,12.5,run out (S Nadeem),1
25,2013-04-19,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",19,17,2,0,111.76,c Azhar Mahmood b MS Gony,2
36,2013-04-27,Rajasthan Royals,Sawai Mansingh Stadium,2,5,0,0,40.0,c SR Watson b A Chandila,1
43,2013-05-01,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",7,9,1,0,77.78,c DR Smith b MG Johnson,1
