match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2021-04-10,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,28,1,7.0,7,1,0
8,2021-04-16,Punjab Kings,"Wankhede Stadium, Mumbai",2.0,0,10,1,5.0,6,0,0
12,2021-04-19,Rajasthan Royals,"Wankhede Stadium, Mumbai",3.0,0,28,1,9.33,7,5,0
19,2021-04-25,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",2.0,0,19,0,9.5,4,0,0
30,2021-09-19,Mumbai Indians,Dubai International Cricket Stadium,4.0,0,25,3,6.25,11,2,0
35,2021-09-24,Royal Challengers Bangalore,Sharjah Cricket Stadium,4.0,0,24,3,6.0,10,1,0
44,2021-09-30,Sunrisers Hyderabad,Sharjah Cricket Stadium,4.0,0,17,2,4.25,10,3,0
50,2021-10-04,Delhi Capitals,Dubai International Cricket Stadium,1.4,0,20,1,12.0,4,3,0
53,2021-10-07,Punjab Kings,Dubai International Cricket Stadium,2.0,0,32,0,16.0,0,2,0
57,2021-10-10,Delhi Capitals,Dubai International Cricket Stadium,3.0,0,31,1,10.33,4,2,0
60,2021-10-15,Kolkata Knight Riders,Dubai International Cricket Stadium,4.0,0,29,1,7.25,9,0,0
