innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,AS Rajpoot,4.0,0,21,0,5.25,9,1,0
1,Kings XI Punjab,Mohammed Shami,4.0,0,30,1,7.5,12,0,0
1,Kings XI Punjab,Mujeeb Ur Rahman,4.0,0,34,1,8.5,7,2,0
1,Kings XI Punjab,R Ashwin,4.0,0,30,1,7.5,7,0,0
1,Kings XI Punjab,SM Curran,4.0,0,30,0,7.5,6,0,0
2,Sunrisers Hyderabad,B Kumar,4.0,0,25,0,6.25,11,0,0
2,Sunrisers Hyderabad,Mohammad Nabi,3.5,0,42,0,10.96,5,0,0
2,Sunrisers Hyderabad,Rashid Khan,4.0,0,20,1,5.0,9,0,0
2,Sunrisers Hyderabad,S Kaul,4.0,0,42,1,10.5,5,0,0
2,Sunrisers Hyderabad,Sandeep Sharma,4.0,0,21,2,5.25,9,0,0
