innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,DA Warner,1,4,JM Bairstow,1,6,7,10
1,Sunrisers Hyderabad,2,V Shankar,26,27,DA Warner,20,27,49,54
1,Sunrisers Hyderabad,3,Mohammad Nabi,12,7,DA Warner,12,9,24,16
1,Sunrisers Hyderabad,4,DA Warner,36,20,MK Pandey,19,15,55,35
1,Sunrisers Hyderabad,5,DA Warner,1,2,DJ Hooda,14,3,15,5
2,Kings XI Punjab,1,KL Rahul,2,5,CH Gayle,16,14,18,19
2,Kings XI Punjab,2,MA Agarwal,55,43,KL Rahul,58,41,114,84
2,Kings XI Punjab,3,KL Rahul,2,2,DA Miller,1,3,3,5
2,Kings XI Punjab,4,KL Rahul,3,3,Mandeep Singh,2,3,5,6
2,Kings XI Punjab,5,SM Curran,5,3,KL Rahul,6,2,11,5
