match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
7,2015-04-12,Kings XI Punjab,Wankhede Stadium,4.0,0,41,1,10.25,5,1,0
9,2015-04-14,Rajasthan Royals,"Sardar Patel Stadium, Motera",4.0,0,31,0,7.75,4,0,0
12,2015-04-17,Chennai Super Kings,Wankhede Stadium,2.0,0,33,0,16.5,4,1,0
23,2015-04-25,Sunrisers Hyderabad,Wankhede Stadium,4.0,0,25,1,6.25,9,0,0
32,2015-05-01,Rajasthan Royals,Wankhede Stadium,4.0,0,39,1,9.75,8,2,0
35,2015-05-03,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,33,1,8.25,5,1,0
39,2015-05-05,Delhi Daredevils,Wankhede Stadium,3.0,0,24,1,8.0,6,0,0
43,2015-05-08,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,21,1,5.25,10,0,0
46,2015-05-10,Royal Challengers Bangalore,Wankhede Stadium,3.0,0,35,0,11.67,4,0,0
51,2015-05-14,Kolkata Knight Riders,Wankhede Stadium,2.0,0,23,1,11.5,2,0,0
56,2015-05-17,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3.0,0,14,2,4.67,8,0,0
57,2015-05-19,Chennai Super Kings,Wankhede Stadium,2.0,0,18,1,9.0,5,0,0
