innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,18,2,Rajasthan Royals,SO Hetmyer,TS Mills,Nitin Menon,,upheld,False
2,16,1,Mumbai Indians,TH David,YS Chahal,Nitin Menon,,struck down,True
