innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bengaluru,JG Bethell,55,33,8,2,166.67,c D Brevis b M Pathirana,1
1,Royal Challengers Bengaluru,V Kohli,62,33,5,5,187.88,c KK Ahmed b SM Curran,2
1,Royal Challengers Bengaluru,D Padikkal,17,15,1,1,113.33,c RA Jadeja b M Pathirana,3
1,Royal Challengers Bengaluru,RM Patidar,11,15,1,0,73.33,c SM Curran b M Pathirana,4
1,Royal Challengers Bengaluru,JM Sharma,7,8,1,0,87.5,c D Brevis b Noor Ahmad,5
1,Royal Challengers Bengaluru,TH David,2,3,0,0,66.67,not out,6
1,Royal Challengers Bengaluru,R Shepherd,53,14,4,6,378.57,not out,7
2,Chennai Super Kings,A Mhatre,94,48,9,5,195.83,c KH Pandya b L Ngidi,1
2,Chennai Super Kings,SK Rasheed,14,11,1,1,127.27,c R Shepherd b KH Pandya,2
2,Chennai Super Kings,SM Curran,5,5,1,0,100.0,c JM Sharma b L Ngidi,3
2,Chennai Super Kings,RA Jadeja,77,45,8,2,171.11,not out,4
2,Chennai Super Kings,D Brevis,0,1,0,0,0.0,lbw b L Ngidi,5
2,Chennai Super Kings,MS Dhoni,12,8,0,1,150.0,lbw b Yash Dayal,6
2,Chennai Super Kings,S Dube,8,3,0,1,266.67,not out,7
