innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,A Kamboj,3.0,0,25,0,8.33,7,0,0
1,Chennai Super Kings,KK Ahmed,3.0,0,65,0,21.67,5,0,1
1,Chennai Super Kings,M Pathirana,4.0,0,36,3,9.0,10,3,0
1,Chennai Super Kings,Noor Ahmad,4.0,0,26,1,6.5,12,0,0
1,Chennai Super Kings,RA Jadeja,3.0,0,26,0,8.67,7,1,0
1,Chennai Super Kings,SM Curran,3.0,0,34,1,11.33,3,0,0
2,Royal Challengers Bengaluru,B Kumar,4.0,0,55,0,13.75,5,0,0
2,Royal Challengers Bengaluru,KH Pandya,3.0,0,24,1,8.0,5,0,0
2,Royal Challengers Bengaluru,L Ngidi,4.0,0,30,3,7.5,9,0,0
2,Royal Challengers Bengaluru,R Shepherd,1.0,0,18,0,18.0,1,0,0
2,Royal Challengers Bengaluru,Suyash Sharma,4.0,0,43,0,10.75,2,0,0
2,Royal Challengers Bengaluru,Yash Dayal,4.0,0,41,1,10.25,4,0,1
