innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,YBK Jaiswal,12,9,3,0,133.33,c MA Starc b L Ngidi,1
1,Rajasthan Royals,V Suryavanshi,46,21,5,3,219.05,c DA Miller b M Tiwari,2
1,Rajasthan Royals,Dhruv Jurel,53,40,5,2,132.5,lbw b L Ngidi,3
1,Rajasthan Royals,R Parag,51,26,3,5,196.15,c AR Patel b MA Starc,4
1,Rajasthan Royals,D Ferreira,0,1,0,0,0.0,c AR Patel b MA Starc,5
1,Rajasthan Royals,Ravi Singh,4,2,1,0,200.0,lbw b MA Starc,6
1,Rajasthan Royals,SB Dubey,5,9,0,0,55.56,c T Vijay b M Tiwari,7
1,Rajasthan Royals,MD Shanaka,10,8,0,1,125.0,c T Stubbs b MA Starc,8
1,Rajasthan Royals,JC Archer,2,2,0,0,100.0,not out,9
1,Rajasthan Royals,AF Milne,2,2,0,0,100.0,not out,10
2,Delhi Capitals,Abishek Porel,51,31,7,1,164.52,c D Ferreira b Brijesh Sharma,1
2,Delhi Capitals,KL Rahul,56,42,1,3,133.33,b MD Shanaka,2
2,Delhi Capitals,SU Parakh,9,8,1,0,112.5,c Dhruv Jurel b JC Archer,3
2,Delhi Capitals,AR Patel,34,18,2,2,188.89,not out,4
2,Delhi Capitals,T Stubbs,4,6,0,0,66.67,c YBK Jaiswal b JC Archer,5
2,Delhi Capitals,DA Miller,9,6,0,1,150.0,c MD Shanaka b Brijesh Sharma,6
2,Delhi Capitals,Ashutosh Sharma,18,5,1,2,360.0,not out,7
