innings,team,over,ball,batter,bowler,non_striker,batter_runs,extra_runs,total_runs,is_boundary,non_boundary_run,extra_type,wides,noballs,byes,legbyes,penalty,is_wicket,wicket_kind,player_out,fielder,phase
1,Rajasthan Royals,1,1,YBK Jaiswal,MA Starc,V Suryavanshi,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,1,2,YBK Jaiswal,MA Starc,V Suryavanshi,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,1,3,YBK Jaiswal,MA Starc,V Suryavanshi,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,1,4,YBK Jaiswal,MA Starc,V Suryavanshi,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,1,5,YBK Jaiswal,MA Starc,V Suryavanshi,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,1,6,YBK Jaiswal,MA Starc,V Suryavanshi,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,2,1,V Suryavanshi,L Ngidi,YBK Jaiswal,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,2,2,V Suryavanshi,L Ngidi,YBK Jaiswal,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,2,3,YBK Jaiswal,L Ngidi,V Suryavanshi,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,2,4,YBK Jaiswal,L Ngidi,V Suryavanshi,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,2,5,YBK Jaiswal,L Ngidi,V Suryavanshi,0,0,0,False,False,,0,0,0,0,0,True,caught,YBK Jaiswal,MA Starc,powerplay
1,Rajasthan Royals,2,6,Dhruv Jurel,L Ngidi,V Suryavanshi,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,3,1.wides,V Suryavanshi,MA Starc,Dhruv Jurel,0,1,1,False,False,wides,1,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,3,1,V Suryavanshi,MA Starc,Dhruv Jurel,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,3,2,V Suryavanshi,MA Starc,Dhruv Jurel,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,3,3,V Suryavanshi,MA Starc,Dhruv Jurel,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,3,4,V Suryavanshi,MA Starc,Dhruv Jurel,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,3,5,Dhruv Jurel,MA Starc,V Suryavanshi,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Rajasthan Royals,3,6,Dhruv Jurel,MA Starc,V Suryavanshi,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
