match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2020-09-19,Mumbai Indians,Sheikh Zayed Stadium,4.0,0,28,1,7.0,8,0,0
4,2020-09-22,Rajasthan Royals,Sharjah Cricket Stadium,4.0,0,33,3,8.25,9,1,0
7,2020-09-25,Delhi Capitals,Dubai International Cricket Stadium,4.0,0,27,1,6.75,9,1,0
14,2020-10-02,Sunrisers Hyderabad,Dubai International Cricket Stadium,3.0,0,37,0,12.33,5,1,1
18,2020-10-04,Kings XI Punjab,Dubai International Cricket Stadium,3.0,0,31,0,10.33,3,0,0
21,2020-10-07,Kolkata Knight Riders,Sheikh Zayed Stadium,4.0,0,26,2,6.5,8,0,0
25,2020-10-10,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,48,1,12.0,6,5,0
29,2020-10-13,Sunrisers Hyderabad,Dubai International Cricket Stadium,3.0,0,18,1,6.0,11,0,0
34,2020-10-17,Delhi Capitals,Sharjah Cricket Stadium,4.0,0,35,1,8.75,10,1,0
37,2020-10-19,Rajasthan Royals,Sheikh Zayed Stadium,1.0,0,6,0,6.0,1,0,0
44,2020-10-25,Royal Challengers Bangalore,Dubai International Cricket Stadium,3.0,0,19,3,6.33,6,2,1
49,2020-10-29,Kolkata Knight Riders,Dubai International Cricket Stadium,3.0,0,21,0,7.0,8,0,0
53,2020-11-01,Kings XI Punjab,Sheikh Zayed Stadium,2.0,0,15,0,7.5,3,0,0
