match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2020-09-19,Mumbai Indians,Sheikh Zayed Stadium,18,6,1,2,300.0,c JL Pattinson b JJ Bumrah,6
4,2020-09-22,Rajasthan Royals,Sharjah Cricket Stadium,17,6,1,2,283.33,st SV Samson b R Tewatia,4
7,2020-09-25,Delhi Capitals,Dubai International Cricket Stadium,1,2,0,0,50.0,not out,8
14,2020-10-02,Sunrisers Hyderabad,Dubai International Cricket Stadium,15,5,0,2,300.0,not out,7
21,2020-10-07,Kolkata Knight Riders,Sheikh Zayed Stadium,17,11,1,1,154.55,c EJG Morgan b AD Russell,5
25,2020-10-10,Royal Challengers Bangalore,Dubai International Cricket Stadium,0,1,0,0,0.0,c AB de Villiers b CH Morris,6
29,2020-10-13,Sunrisers Hyderabad,Dubai International Cricket Stadium,31,21,3,2,147.62,b Sandeep Sharma,1
34,2020-10-17,Delhi Capitals,Sharjah Cricket Stadium,0,3,0,0,0.0,c A Nortje b TU Deshpande,1
37,2020-10-19,Rajasthan Royals,Sheikh Zayed Stadium,22,25,1,1,88.0,c JC Buttler b S Gopal,1
41,2020-10-23,Mumbai Indians,Sharjah Cricket Stadium,52,47,4,2,110.64,b TA Boult,7
49,2020-10-29,Kolkata Knight Riders,Dubai International Cricket Stadium,13,14,1,0,92.86,not out,5
