innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,TM Dilshan,167,14.4
1,Royal Challengers Bangalore,2,V Kohli,207,17.2
1,Royal Challengers Bangalore,3,AB de Villiers,251,19.5
1,Royal Challengers Bangalore,4,SS Tiwary,262,20.4
1,Royal Challengers Bangalore,5,R Rampaul,263,20.6
2,Pune Warriors,1,RV Uthappa,0,1.2
2,Pune Warriors,2,AJ Finch,28,5.2
2,Pune Warriors,3,LJ Wright,38,6.2
2,Pune Warriors,4,Yuvraj Singh,42,6.4
2,Pune Warriors,5,SPD Smith,100,14.3
2,Pune Warriors,6,MR Marsh,119,17.2
2,Pune Warriors,7,B Kumar,127,19.5
2,Pune Warriors,8,AG Murtaza,132,20.3
2,Pune Warriors,9,IC Pandey,132,20.5
