innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Pune Warriors,AB Dinda,4.0,0,48,2,12.0,9,1,1
1,Pune Warriors,AG Murtaza,2.0,0,45,0,22.5,1,1,0
1,Pune Warriors,AJ Finch,1.0,0,29,0,29.0,0,0,0
1,Pune Warriors,B Kumar,4.0,0,23,0,5.75,15,1,0
1,Pune Warriors,IC Pandey,2.0,0,33,0,16.5,2,0,1
1,Pune Warriors,LJ Wright,4.0,0,26,1,6.5,7,2,0
1,Pune Warriors,MR Marsh,3.0,0,56,1,18.67,3,1,0
2,Royal Challengers Bangalore,CH Gayle,1.0,0,5,2,5.0,4,0,0
2,Royal Challengers Bangalore,JD Unadkat,4.0,0,37,2,9.25,6,0,0
2,Royal Challengers Bangalore,M Kartik,3.0,0,25,1,8.33,7,2,0
2,Royal Challengers Bangalore,R Rampaul,4.0,0,21,2,5.25,14,1,0
2,Royal Challengers Bangalore,R Vinay Kumar,4.0,0,24,1,6.0,10,0,0
2,Royal Challengers Bangalore,RP Singh,4.0,0,20,1,5.0,14,0,0
