innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,SR Watson,9,15,F du Plessis,4,6,14,21
1,Chennai Super Kings,2,SK Raina,10,15,F du Plessis,7,7,18,22
1,Chennai Super Kings,3,AT Rayudu,79,37,SK Raina,31,20,112,57
1,Chennai Super Kings,4,SK Raina,13,8,MS Dhoni,25,12,38,20
2,Sunrisers Hyderabad,1,RK Bhui,0,5,KS Williamson,0,0,0,5
2,Sunrisers Hyderabad,2,MK Pandey,0,2,KS Williamson,10,6,10,8
2,Sunrisers Hyderabad,3,KS Williamson,10,6,DJ Hooda,1,7,12,13
2,Sunrisers Hyderabad,4,KS Williamson,25,18,Shakib Al Hasan,24,19,49,37
2,Sunrisers Hyderabad,5,YK Pathan,39,24,KS Williamson,39,21,79,45
2,Sunrisers Hyderabad,6,WP Saha,1,1,YK Pathan,6,3,7,4
2,Sunrisers Hyderabad,7,WP Saha,4,4,Rashid Khan,17,4,21,8
