innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,J Fraser-McGurk,60,5.2
1,Delhi Capitals,2,SD Hope,68,6.1
1,Delhi Capitals,3,AR Patel,110,10.2
1,Delhi Capitals,4,Abishek Porel,144,13.4
1,Delhi Capitals,5,RR Pant,150,14.5
1,Delhi Capitals,6,Gulbadin Naib,195,19.4
1,Delhi Capitals,7,T Stubbs,215,20.3
1,Delhi Capitals,8,Rasikh Salam,221,20.6
2,Rajasthan Royals,1,YBK Jaiswal,4,1.2
2,Rajasthan Royals,2,JC Buttler,67,6.5
2,Rajasthan Royals,3,R Parag,103,11.6
2,Rajasthan Royals,4,SV Samson,162,16.4
2,Rajasthan Royals,5,SB Dubey,180,17.4
2,Rajasthan Royals,6,D Ferreira,181,18.1
2,Rajasthan Royals,7,R Ashwin,185,18.6
2,Rajasthan Royals,8,R Powell,194,20.2
