innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Capitals,death,65,3,30,13.0,11,7
1,Delhi Capitals,middle,78,3,54,8.67,8,11
1,Delhi Capitals,powerplay,78,2,36,13.0,15,12
2,Rajasthan Royals,death,42,5,30,8.4,5,12
2,Rajasthan Royals,middle,92,1,54,10.22,12,19
2,Rajasthan Royals,powerplay,67,2,36,11.17,12,16
