innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Capitals,J Fraser-McGurk,50,20,7,3,250.0,c D Ferreira b R Ashwin,1
1,Delhi Capitals,Abishek Porel,65,36,7,3,180.56,c Sandeep Sharma b R Ashwin,2
1,Delhi Capitals,SD Hope,1,1,0,0,100.0,run out (Sandeep Sharma),3
1,Delhi Capitals,AR Patel,15,10,1,1,150.0,c R Parag b R Ashwin,4
1,Delhi Capitals,RR Pant,15,13,0,1,115.38,c TA Boult b YS Chahal,5
1,Delhi Capitals,T Stubbs,41,20,3,3,205.0,lbw b Sandeep Sharma,6
1,Delhi Capitals,Gulbadin Naib,19,15,1,1,126.67,c R Ashwin b TA Boult,7
1,Delhi Capitals,Rasikh Salam,9,3,2,0,300.0,"run out (SV Samson, SB Dubey)",8
1,Delhi Capitals,Kuldeep Yadav,5,2,1,0,250.0,not out,9
2,Rajasthan Royals,YBK Jaiswal,4,2,1,0,200.0,c AR Patel b KK Ahmed,1
2,Rajasthan Royals,JC Buttler,19,17,2,1,111.76,b AR Patel,2
2,Rajasthan Royals,SV Samson,86,46,8,6,186.96,c SD Hope b Mukesh Kumar,3
2,Rajasthan Royals,R Parag,27,22,1,3,122.73,b Rasikh Salam,4
2,Rajasthan Royals,SB Dubey,25,12,2,2,208.33,c T Stubbs b KK Ahmed,5
2,Rajasthan Royals,R Powell,13,10,1,1,130.0,b Mukesh Kumar,6
2,Rajasthan Royals,D Ferreira,1,3,0,0,33.33,lbw b Kuldeep Yadav,7
2,Rajasthan Royals,R Ashwin,2,3,0,0,66.67,c SD Hope b Kuldeep Yadav,8
2,Rajasthan Royals,TA Boult,2,3,0,0,66.67,not out,9
2,Rajasthan Royals,Avesh Khan,7,3,1,0,233.33,not out,10
