innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,Avesh Khan,2.0,0,42,0,21.0,0,0,0
1,Rajasthan Royals,R Ashwin,4.0,0,24,3,6.0,6,0,0
1,Rajasthan Royals,R Parag,2.0,0,17,0,8.5,4,1,0
1,Rajasthan Royals,Sandeep Sharma,4.0,0,42,1,10.5,7,0,0
1,Rajasthan Royals,TA Boult,4.0,0,48,1,12.0,8,0,0
1,Rajasthan Royals,YS Chahal,4.0,0,48,1,12.0,5,0,0
2,Delhi Capitals,AR Patel,3.0,0,25,1,8.33,9,0,0
2,Delhi Capitals,I Sharma,3.0,0,34,0,11.33,7,1,0
2,Delhi Capitals,KK Ahmed,4.0,0,47,2,11.75,9,7,0
2,Delhi Capitals,Kuldeep Yadav,4.0,0,25,2,6.25,10,0,1
2,Delhi Capitals,Mukesh Kumar,3.0,0,30,2,10.0,6,1,0
2,Delhi Capitals,Rasikh Salam,3.0,0,36,1,12.0,6,1,0
