match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
10,2025-03-30,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4.0,0,42,3,10.5,5,0,0
15,2025-04-03,Kolkata Knight Riders,"Eden Gardens, Kolkata",3.0,0,25,1,8.33,6,0,0
19,2025-04-06,Gujarat Titans,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,33,0,8.25,4,0,0
27,2025-04-12,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,41,0,10.25,4,2,0
33,2025-04-17,Mumbai Indians,"Wankhede Stadium, Mumbai",3.1,0,35,0,11.05,8,1,1
41,2025-04-23,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.4,0,36,1,9.82,6,0,0
43,2025-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,27,0,9.0,4,0,0
51,2025-05-02,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,42,1,10.5,4,1,0
55,2025-05-05,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,30,0,10.0,6,0,0
61,2025-05-19,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2.0,0,22,0,11.0,0,1,0
