match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2016-04-12,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,41,0,10.25,5,0,0
8,2016-04-16,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2.0,0,19,0,9.5,3,1,0
12,2016-04-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",4.0,0,23,0,5.75,10,1,0
15,2016-04-21,Gujarat Lions,Saurashtra Cricket Association Stadium,3.0,0,17,0,5.67,3,1,0
18,2016-04-23,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",4.0,0,33,2,8.25,7,1,0
22,2016-04-26,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",2.0,0,16,1,8.0,5,0,0
27,2016-04-30,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",4.0,0,40,1,10.0,5,0,0
34,2016-05-06,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",3.0,0,24,1,8.0,5,2,0
37,2016-05-08,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,18,1,4.5,9,0,0
40,2016-05-10,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3.0,0,20,1,6.67,4,0,0
42,2016-05-12,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",3.0,0,19,2,6.33,9,0,0
46,2016-05-15,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",3.0,0,29,1,9.67,4,0,0
52,2016-05-20,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2.0,0,18,0,9.0,3,0,0
55,2016-05-22,Kolkata Knight Riders,Eden Gardens,2.0,0,14,0,7.0,1,0,0
58,2016-05-25,Kolkata Knight Riders,Feroz Shah Kotla,3.0,0,17,2,5.67,5,0,0
59,2016-05-27,Gujarat Lions,Feroz Shah Kotla,3.0,0,27,0,9.0,6,0,0
60,2016-05-29,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,40,0,13.33,5,0,0
