match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2020-09-21,Sunrisers Hyderabad,Dubai International Cricket Stadium,56,42,8,0,133.33,b V Shankar,1
6,2020-09-24,Kings XI Punjab,Dubai International Cricket Stadium,1,2,0,0,50.0,c Ravi Bishnoi b SS Cottrell,1
10,2020-09-28,Mumbai Indians,Dubai International Cricket Stadium,54,40,5,2,135.0,c KA Pollard b TA Boult,1
15,2020-10-03,Rajasthan Royals,Sheikh Zayed Stadium,63,45,6,1,140.0,b JC Archer,1
19,2020-10-05,Delhi Capitals,Dubai International Cricket Stadium,4,6,0,0,66.67,c MP Stoinis b R Ashwin,1
25,2020-10-10,Chennai Super Kings,Dubai International Cricket Stadium,33,34,2,1,97.06,c F du Plessis b SN Thakur,1
28,2020-10-12,Kolkata Knight Riders,Sharjah Cricket Stadium,32,23,4,1,139.13,b AD Russell,2
31,2020-10-15,Kings XI Punjab,Sharjah Cricket Stadium,18,12,1,1,150.0,c N Pooran b Arshdeep Singh,2
33,2020-10-17,Rajasthan Royals,Dubai International Cricket Stadium,35,37,2,0,94.59,c BA Stokes b R Tewatia,1
39,2020-10-21,Kolkata Knight Riders,Sheikh Zayed Stadium,25,17,3,0,147.06,run out (),1
44,2020-10-25,Chennai Super Kings,Dubai International Cricket Stadium,22,21,2,1,104.76,c RD Gaikwad b MJ Santner,1
48,2020-10-28,Mumbai Indians,Sheikh Zayed Stadium,74,45,12,1,164.44,c TA Boult b JJ Bumrah,2
52,2020-10-31,Sunrisers Hyderabad,Sharjah Cricket Stadium,5,8,1,0,62.5,b Sandeep Sharma,2
55,2020-11-02,Delhi Capitals,Sheikh Zayed Stadium,50,41,5,0,121.95,b A Nortje,2
58,2020-11-06,Sunrisers Hyderabad,Sheikh Zayed Stadium,1,6,0,0,16.67,c PK Garg b JO Holder,2
