innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,R McLaren,40,42,4,0,95.24,lbw b KP Pietersen,1
1,Mumbai Indians,SR Tendulkar,19,18,3,0,105.56,c LRPL Taylor b JH Kallis,2
1,Mumbai Indians,AT Rayudu,46,27,3,4,170.37,c & b JH Kallis,3
1,Mumbai Indians,KA Pollard,20,7,0,3,285.71,lbw b A Kumble,4
1,Mumbai Indians,JP Duminy,42,19,3,3,221.05,not out,5
1,Mumbai Indians,AM Nayar,9,7,1,0,128.57,not out,6
2,Royal Challengers Bangalore,MK Pandey,16,18,2,0,88.89,c Z Khan b CRD Fernando,1
2,Royal Challengers Bangalore,JH Kallis,14,15,0,1,93.33,b R McLaren,2
2,Royal Challengers Bangalore,KP Pietersen,21,16,1,1,131.25,c SS Tiwary b Harbhajan Singh,3
2,Royal Challengers Bangalore,R Dravid,16,11,2,0,145.45,c KA Pollard b Harbhajan Singh,4
2,Royal Challengers Bangalore,RV Uthappa,4,6,0,0,66.67,c AM Nayar b KA Pollard,5
2,Royal Challengers Bangalore,LRPL Taylor,9,11,0,0,81.82,c Harbhajan Singh b CRD Fernando,6
2,Royal Challengers Bangalore,V Kohli,37,24,4,1,154.17,c AP Tare b KA Pollard,7
2,Royal Challengers Bangalore,DW Steyn,0,2,0,0,0.0,b Z Khan,8
2,Royal Challengers Bangalore,R Vinay Kumar,10,12,1,0,83.33,not out,9
2,Royal Challengers Bangalore,Pankaj Singh,1,2,0,0,50.0,c Z Khan b KA Pollard,10
2,Royal Challengers Bangalore,A Kumble,1,3,0,0,33.33,not out,11
