match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
28,2017-04-24,Rising Pune Supergiant,Wankhede Stadium,11,10,0,1,110.0,b BA Stokes,5
38,2017-05-01,Royal Challengers Bangalore,Wankhede Stadium,9,8,1,0,112.5,c AF Milne b SR Watson,7
48,2017-05-08,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",5,5,1,0,100.0,c NV Ojha b B Kumar,7
51,2017-05-11,Kings XI Punjab,Wankhede Stadium,19,6,3,1,316.67,b MM Sharma,7
57,2017-05-16,Rising Pune Supergiant,Wankhede Stadium,4,7,0,0,57.14,c MS Dhoni b JD Unadkat,9
60,2017-05-21,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",1,5,0,0,20.0,"run out (DT Christian, SN Thakur)",8
