innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,MM Sharma,4.0,0,54,0,13.5,2,2,0
1,Gujarat Titans,Mohammed Shami,4.0,0,39,1,9.75,8,1,0
1,Gujarat Titans,Noor Ahmad,4.0,0,39,2,9.75,5,2,0
1,Gujarat Titans,Rashid Khan,4.0,0,24,1,6.0,5,0,0
1,Gujarat Titans,Yash Dayal,4.0,0,39,1,9.75,7,0,0
2,Royal Challengers Bangalore,H Sharma,3.0,0,28,0,9.33,2,0,0
2,Royal Challengers Bangalore,HV Patel,4.0,0,29,1,7.25,9,2,0
2,Royal Challengers Bangalore,MG Bracewell,1.0,0,16,0,16.0,2,0,0
2,Royal Challengers Bangalore,Mohammed Siraj,4.0,0,32,2,8.0,10,2,0
2,Royal Challengers Bangalore,Vijaykumar Vyshak,4.0,0,40,1,10.0,6,2,0
2,Royal Challengers Bangalore,WD Parnell,3.1,0,42,0,13.26,7,1,1
