innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,V Kohli,101,61,13,1,165.57,not out,1
1,Royal Challengers Bangalore,F du Plessis,28,19,5,0,147.37,c R Tewatia b Noor Ahmad,2
1,Royal Challengers Bangalore,GJ Maxwell,11,5,1,1,220.0,b Rashid Khan,3
1,Royal Challengers Bangalore,MK Lomror,1,3,0,0,33.33,st WP Saha b Noor Ahmad,4
1,Royal Challengers Bangalore,MG Bracewell,26,16,5,0,162.5,c & b Mohammed Shami,5
1,Royal Challengers Bangalore,KD Karthik,0,1,0,0,0.0,c WP Saha b Yash Dayal,6
1,Royal Challengers Bangalore,Anuj Rawat,23,15,1,1,153.33,not out,7
2,Gujarat Titans,WP Saha,12,14,2,0,85.71,c WD Parnell b Mohammed Siraj,1
2,Gujarat Titans,Shubman Gill,104,52,5,8,200.0,not out,2
2,Gujarat Titans,V Shankar,53,35,7,2,151.43,c V Kohli b Vijaykumar Vyshak,3
2,Gujarat Titans,MD Shanaka,0,3,0,0,0.0,c SS Prabhudessai b HV Patel,4
2,Gujarat Titans,DA Miller,6,7,1,0,85.71,c SS Prabhudessai b Mohammed Siraj,5
2,Gujarat Titans,R Tewatia,4,5,0,0,80.0,not out,6
