innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,AC Gilchrist,11,2.4
1,Deccan Chargers,2,TL Suman,32,5.1
1,Deccan Chargers,3,RG Sharma,47,7.3
1,Deccan Chargers,4,MD Mishra,66,9.6
1,Deccan Chargers,5,A Symonds,116,15.3
1,Deccan Chargers,6,MR Marsh,121,16.6
1,Deccan Chargers,7,WPUJC Vaas,128,18.6
2,Delhi Daredevils,1,DA Warner,9,2.2
2,Delhi Daredevils,2,V Sehwag,19,3.4
2,Delhi Daredevils,3,TM Dilshan,25,4.4
2,Delhi Daredevils,4,G Gambhir,39,7.2
2,Delhi Daredevils,5,M Manhas,68,12.5
2,Delhi Daredevils,6,KD Karthik,72,13.5
2,Delhi Daredevils,7,A Mishra,86,16.1
