innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,AC Gilchrist,10,9,MD Mishra,1,1,11,10
1,Deccan Chargers,2,TL Suman,5,6,MD Mishra,15,9,21,15
1,Deccan Chargers,3,RG Sharma,11,9,MD Mishra,3,5,15,14
1,Deccan Chargers,4,A Symonds,13,11,MD Mishra,6,4,19,15
1,Deccan Chargers,5,MR Marsh,9,14,A Symonds,41,19,50,33
1,Deccan Chargers,6,MR Marsh,4,5,B Sumanth,1,4,5,9
1,Deccan Chargers,7,WPUJC Vaas,3,8,B Sumanth,3,4,7,12
1,Deccan Chargers,8,R Sharma,14,8,B Sumanth,3,4,17,12
2,Delhi Daredevils,1,DA Warner,5,4,V Sehwag,4,4,9,8
2,Delhi Daredevils,2,TM Dilshan,6,6,V Sehwag,4,2,10,8
2,Delhi Daredevils,3,G Gambhir,1,1,TM Dilshan,5,5,6,6
2,Delhi Daredevils,4,M Manhas,11,8,G Gambhir,3,8,14,16
2,Delhi Daredevils,5,PD Collingwood,16,19,M Manhas,12,14,29,33
2,Delhi Daredevils,6,PD Collingwood,3,4,KD Karthik,1,2,4,6
2,Delhi Daredevils,7,A Mishra,4,9,PD Collingwood,9,5,14,14
2,Delhi Daredevils,8,A Nehra,22,16,PD Collingwood,23,14,48,29
