innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,PA Patel,19,18,S Dhawan,16,15,37,33
1,Deccan Chargers,2,IR Jaggi,2,7,S Dhawan,2,4,4,11
1,Deccan Chargers,3,S Dhawan,2,4,CL White,0,1,3,5
1,Deccan Chargers,4,JP Duminy,5,9,S Dhawan,9,9,15,18
1,Deccan Chargers,5,DT Christian,5,5,JP Duminy,0,1,5,6
1,Deccan Chargers,6,B Chipli,1,3,JP Duminy,1,2,2,5
1,Deccan Chargers,7,A Ashish Reddy,10,10,JP Duminy,6,4,16,14
1,Deccan Chargers,8,JP Duminy,7,4,A Mishra,1,6,8,10
1,Deccan Chargers,9,DW Steyn,3,5,JP Duminy,6,4,10,9
1,Deccan Chargers,10,V Pratap Singh,0,1,JP Duminy,0,0,0,1
2,Mumbai Indians,1,RE Levi,0,1,SR Tendulkar,0,0,0,1
2,Mumbai Indians,2,RG Sharma,13,20,SR Tendulkar,14,14,31,34
2,Mumbai Indians,3,KD Karthik,2,6,RG Sharma,11,10,14,16
2,Mumbai Indians,4,JEC Franklin,10,15,RG Sharma,18,18,30,33
2,Mumbai Indians,5,JEC Franklin,3,5,AT Rayudu,3,8,6,13
2,Mumbai Indians,6,RJ Peterson,1,5,AT Rayudu,16,7,20,12
