match_number,date,opponent,catches,stumpings,run_outs
10,2012-04-10,Royal Challengers Bangalore,1,0,0
15,2012-04-13,Rajasthan Royals,1,0,0
17,2012-04-15,Kings XI Punjab,1,0,0
22,2012-04-18,Kings XI Punjab,1,0,0
29,2012-04-22,Deccan Chargers,1,0,0
51,2012-05-07,Delhi Daredevils,1,0,0
63,2012-05-14,Chennai Super Kings,1,0,0
65,2012-05-16,Mumbai Indians,2,0,0
70,2012-05-19,Pune Warriors,1,0,0
