innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,96,1,30,19.2,14,5
1,Mumbai Indians,middle,63,4,54,7.0,7,20
1,Mumbai Indians,powerplay,75,0,36,12.5,12,12
2,Delhi Capitals,death,61,5,30,12.2,8,8
2,Delhi Capitals,middle,98,2,54,10.89,13,8
2,Delhi Capitals,powerplay,46,1,36,7.67,8,21
