innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RG Sharma,80,7.6
1,Mumbai Indians,2,SA Yadav,81,8.3
1,Mumbai Indians,3,Ishan Kishan,111,11.2
1,Mumbai Indians,4,Tilak Varma,121,13.4
1,Mumbai Indians,5,HH Pandya,181,18.5
2,Delhi Capitals,1,DA Warner,22,4.4
2,Delhi Capitals,2,PP Shaw,110,12.5
2,Delhi Capitals,3,Abishek Porel,144,15.6
2,Delhi Capitals,4,RR Pant,153,16.6
2,Delhi Capitals,5,AR Patel,194,19.4
2,Delhi Capitals,6,Lalit Yadav,203,20.3
2,Delhi Capitals,7,Kumar Kushagra,203,20.4
2,Delhi Capitals,8,JA Richardson,205,20.6
