innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,RV Uthappa,33,4.4
1,Kolkata Knight Riders,2,C Munro,48,6.6
1,Kolkata Knight Riders,3,G Gambhir,57,8.3
1,Kolkata Knight Riders,4,MK Pandey,144,16.4
1,Kolkata Knight Riders,5,JO Holder,153,17.4
1,Kolkata Knight Riders,6,Shakib Al Hasan,164,20.1
2,Sunrisers Hyderabad,1,DA Warner,28,4.3
2,Sunrisers Hyderabad,2,S Dhawan,86,12.3
2,Sunrisers Hyderabad,3,NV Ojha,92,13.1
2,Sunrisers Hyderabad,4,Yuvraj Singh,110,15.3
2,Sunrisers Hyderabad,5,DJ Hooda,115,16.1
2,Sunrisers Hyderabad,6,KS Williamson,117,16.4
2,Sunrisers Hyderabad,7,MC Henriques,136,18.6
2,Sunrisers Hyderabad,8,B Kumar,144,20.1
