innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,M Vijay,51,7.3
1,Chennai Super Kings,2,SK Raina,96,11.5
1,Chennai Super Kings,3,MS Dhoni,147,17.3
1,Chennai Super Kings,4,JA Morkel,176,20.1
1,Chennai Super Kings,5,S Badrinath,183,20.6
2,Royal Challengers Bangalore,1,TM Dilshan,1,1.2
2,Royal Challengers Bangalore,2,AUK Pathan,17,2.2
2,Royal Challengers Bangalore,3,MA Agarwal,31,5.5
2,Royal Challengers Bangalore,4,V Kohli,73,11.5
2,Royal Challengers Bangalore,5,SS Tiwary,112,15.6
2,Royal Challengers Bangalore,6,CA Pujara,127,17.4
2,Royal Challengers Bangalore,7,AB de Villiers,145,19.2
