innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,HH Pandya,1.0,0,5,0,5.0,2,0,0
1,Mumbai Indians,JJ Bumrah,4.0,0,33,1,8.25,7,0,0
1,Mumbai Indians,KH Pandya,4.0,0,34,2,8.5,7,1,0
1,Mumbai Indians,KV Sharma,3.0,0,23,1,7.67,5,1,0
1,Mumbai Indians,MJ McClenaghan,4.0,0,34,3,8.5,9,0,0
1,Mumbai Indians,SL Malinga,4.0,0,31,0,7.75,9,0,0
2,Royal Challengers Bangalore,A Choudhary,4.0,0,32,1,8.0,9,1,0
2,Royal Challengers Bangalore,AF Milne,2.0,0,29,0,14.5,1,1,0
2,Royal Challengers Bangalore,P Negi,4.0,0,17,2,4.25,9,0,0
2,Royal Challengers Bangalore,S Aravind,2.0,0,21,0,10.5,1,0,0
2,Royal Challengers Bangalore,SR Watson,3.5,0,28,1,7.3,6,1,0
2,Royal Challengers Bangalore,YS Chahal,4.0,0,36,1,9.0,8,1,0
