match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
4,Lucknow Super Giants,Shubman Gill,0,3,0,0,0.0,c DJ Hooda b PVD Chameera
4,Lucknow Super Giants,MS Wade,30,29,4,0,103.45,b DJ Hooda
4,Lucknow Super Giants,V Shankar,4,6,0,0,66.67,b PVD Chameera
4,Lucknow Super Giants,HH Pandya,33,28,5,1,117.86,c MK Pandey b KH Pandya
4,Lucknow Super Giants,DA Miller,30,21,1,2,142.86,c KL Rahul b Avesh Khan
4,Lucknow Super Giants,R Tewatia,40,24,5,2,166.67,not out
4,Lucknow Super Giants,A Manohar,15,7,3,0,214.29,not out
10,Delhi Capitals,MS Wade,1,2,0,0,50.0,c RR Pant b Mustafizur Rahman
10,Delhi Capitals,Shubman Gill,84,46,6,4,182.61,c AR Patel b KK Ahmed
10,Delhi Capitals,V Shankar,13,20,1,0,65.0,b Kuldeep Yadav
10,Delhi Capitals,HH Pandya,31,27,4,0,114.81,c R Powell b KK Ahmed
10,Delhi Capitals,DA Miller,20,15,2,0,133.33,not out
10,Delhi Capitals,R Tewatia,14,8,1,1,175.0,c SN Thakur b Mustafizur Rahman
10,Delhi Capitals,A Manohar,1,2,0,0,50.0,c AR Patel b Mustafizur Rahman
10,Delhi Capitals,Rashid Khan,0,1,0,0,0.0,not out
16,Punjab Kings,MS Wade,6,7,1,0,85.71,c JM Bairstow b K Rabada
16,Punjab Kings,Shubman Gill,96,59,11,1,162.71,c MA Agarwal b K Rabada
16,Punjab Kings,B Sai Sudharsan,35,30,4,1,116.67,c MA Agarwal b RD Chahar
16,Punjab Kings,HH Pandya,27,18,5,0,150.0,run out (JM Bairstow)
16,Punjab Kings,DA Miller,6,4,1,0,150.0,not out
16,Punjab Kings,R Tewatia,13,3,0,2,433.33,not out
21,Sunrisers Hyderabad,MS Wade,19,19,3,0,100.0,lbw b Umran Malik
21,Sunrisers Hyderabad,Shubman Gill,7,9,1,0,77.78,c RA Tripathi b B Kumar
21,Sunrisers Hyderabad,B Sai Sudharsan,11,9,2,0,122.22,c KS Williamson b T Natarajan
21,Sunrisers Hyderabad,HH Pandya,50,42,4,1,119.05,not out
21,Sunrisers Hyderabad,DA Miller,12,15,0,0,80.0,c Abhishek Sharma b M Jansen
21,Sunrisers Hyderabad,A Manohar,35,21,5,1,166.67,c RA Tripathi b B Kumar
21,Sunrisers Hyderabad,R Tewatia,6,4,1,0,150.0,"run out (N Pooran, T Natarajan)"
21,Sunrisers Hyderabad,Rashid Khan,0,1,0,0,0.0,b T Natarajan
24,Rajasthan Royals,MS Wade,12,6,3,0,200.0,run out (HE van der Dussen)
24,Rajasthan Royals,Shubman Gill,13,14,2,0,92.86,c SO Hetmyer b R Parag
24,Rajasthan Royals,V Shankar,2,7,0,0,28.57,c SV Samson b KR Sen
24,Rajasthan Royals,HH Pandya,87,52,8,4,167.31,not out
24,Rajasthan Royals,A Manohar,43,28,4,2,153.57,c R Ashwin b YS Chahal
24,Rajasthan Royals,DA Miller,31,14,5,1,221.43,not out
29,Chennai Super Kings,WP Saha,11,18,0,0,61.11,c RD Gaikwad b RA Jadeja
29,Chennai Super Kings,Shubman Gill,0,1,0,0,0.0,c RV Uthappa b Mukesh Choudhary
29,Chennai Super Kings,V Shankar,0,2,0,0,0.0,c MS Dhoni b M Theekshana
29,Chennai Super Kings,A Manohar,12,12,2,0,100.0,c MM Ali b M Theekshana
29,Chennai Super Kings,DA Miller,94,51,8,6,184.31,not out
29,Chennai Super Kings,R Tewatia,6,14,0,0,42.86,c RA Jadeja b DJ Bravo
29,Chennai Super Kings,Rashid Khan,40,21,2,3,190.48,c MM Ali b DJ Bravo
29,Chennai Super Kings,AS Joseph,0,1,0,0,0.0,c CJ Jordan b DJ Bravo
35,Kolkata Knight Riders,WP Saha,25,25,2,1,100.0,c VR Iyer b UT Yadav
35,Kolkata Knight Riders,Shubman Gill,7,5,1,0,140.0,c SW Billings b TG Southee
35,Kolkata Knight Riders,HH Pandya,67,49,4,2,136.73,c RK Singh b TG Southee
35,Kolkata Knight Riders,DA Miller,27,20,1,2,135.0,c UT Yadav b Shivam Mavi
35,Kolkata Knight Riders,R Tewatia,17,12,2,0,141.67,c RK Singh b AD Russell
35,Kolkata Knight Riders,Rashid Khan,0,2,0,0,0.0,c UT Yadav b TG Southee
35,Kolkata Knight Riders,A Manohar,2,4,0,0,50.0,c RK Singh b AD Russell
35,Kolkata Knight Riders,LH Ferguson,0,1,0,0,0.0,c RK Singh b AD Russell
35,Kolkata Knight Riders,AS Joseph,1,1,0,0,100.0,not out
35,Kolkata Knight Riders,Yash Dayal,0,1,0,0,0.0,c & b AD Russell
40,Sunrisers Hyderabad,WP Saha,68,38,11,1,178.95,b Umran Malik
40,Sunrisers Hyderabad,Shubman Gill,22,24,1,1,91.67,b Umran Malik
40,Sunrisers Hyderabad,HH Pandya,10,6,2,0,166.67,c M Jansen b Umran Malik
40,Sunrisers Hyderabad,DA Miller,17,19,1,0,89.47,b Umran Malik
40,Sunrisers Hyderabad,R Tewatia,40,21,4,2,190.48,not out
40,Sunrisers Hyderabad,A Manohar,0,1,0,0,0.0,b Umran Malik
40,Sunrisers Hyderabad,Rashid Khan,31,11,0,4,281.82,not out
43,Royal Challengers Bangalore,WP Saha,29,22,4,0,131.82,c RM Patidar b PWH de Silva
43,Royal Challengers Bangalore,Shubman Gill,31,28,3,1,110.71,lbw b Shahbaz Ahmed
43,Royal Challengers Bangalore,B Sai Sudharsan,20,14,2,0,142.86,c Anuj Rawat b PWH de Silva
43,Royal Challengers Bangalore,HH Pandya,3,5,0,0,60.0,c MK Lomror b Shahbaz Ahmed
43,Royal Challengers Bangalore,DA Miller,39,24,4,1,162.5,not out
43,Royal Challengers Bangalore,R Tewatia,43,25,5,2,172.0,not out
48,Punjab Kings,WP Saha,21,17,3,1,123.53,c MA Agarwal b K Rabada
48,Punjab Kings,Shubman Gill,9,6,2,0,150.0,run out (R Dhawan)
48,Punjab Kings,B Sai Sudharsan,65,50,5,1,130.0,not out
48,Punjab Kings,HH Pandya,1,7,0,0,14.29,c JM Sharma b R Dhawan
48,Punjab Kings,DA Miller,11,14,0,0,78.57,c K Rabada b LS Livingstone
48,Punjab Kings,R Tewatia,11,13,0,0,84.62,c Sandeep Sharma b K Rabada
48,Punjab Kings,Rashid Khan,0,1,0,0,0.0,c JM Sharma b K Rabada
48,Punjab Kings,PJ Sangwan,2,5,0,0,40.0,b Arshdeep Singh
48,Punjab Kings,LH Ferguson,5,3,1,0,166.67,c LS Livingstone b K Rabada
48,Punjab Kings,AS Joseph,4,5,0,0,80.0,not out
51,Mumbai Indians,WP Saha,55,40,6,2,137.5,c DR Sams b M Ashwin
51,Mumbai Indians,Shubman Gill,52,36,6,2,144.44,c KA Pollard b M Ashwin
51,Mumbai Indians,HH Pandya,24,14,4,0,171.43,run out (Ishan Kishan)
51,Mumbai Indians,B Sai Sudharsan,14,11,1,1,127.27,hit wicket b KA Pollard
51,Mumbai Indians,DA Miller,19,14,1,1,135.71,not out
51,Mumbai Indians,R Tewatia,3,4,0,0,75.0,"run out (Ishan Kishan, Tilak Varma)"
51,Mumbai Indians,Rashid Khan,1,1,0,0,100.0,not out
57,Lucknow Super Giants,WP Saha,5,11,1,0,45.45,c Avesh Khan b Mohsin Khan
57,Lucknow Super Giants,Shubman Gill,63,49,7,0,128.57,not out
57,Lucknow Super Giants,MS Wade,10,7,2,0,142.86,c Q de Kock b Avesh Khan
57,Lucknow Super Giants,HH Pandya,11,13,0,0,84.62,c Q de Kock b Avesh Khan
57,Lucknow Super Giants,DA Miller,26,24,1,1,108.33,c A Badoni b JO Holder
57,Lucknow Super Giants,R Tewatia,22,16,4,0,137.5,not out
62,Chennai Super Kings,WP Saha,67,57,8,1,117.54,not out
62,Chennai Super Kings,Shubman Gill,18,17,3,0,105.88,lbw b M Pathirana
62,Chennai Super Kings,MS Wade,20,15,2,0,133.33,c S Dube b MM Ali
62,Chennai Super Kings,HH Pandya,7,6,1,0,116.67,c S Dube b M Pathirana
62,Chennai Super Kings,DA Miller,15,20,1,0,75.0,not out
67,Royal Challengers Bangalore,WP Saha,31,22,4,1,140.91,run out (F du Plessis)
67,Royal Challengers Bangalore,Shubman Gill,1,4,0,0,25.0,c GJ Maxwell b JR Hazlewood
67,Royal Challengers Bangalore,MS Wade,16,13,2,1,123.08,lbw b GJ Maxwell
67,Royal Challengers Bangalore,HH Pandya,62,47,4,3,131.91,not out
67,Royal Challengers Bangalore,DA Miller,34,25,0,3,136.0,c & b PWH de Silva
67,Royal Challengers Bangalore,R Tewatia,2,3,0,0,66.67,c KD Karthik b JR Hazlewood
67,Royal Challengers Bangalore,Rashid Khan,19,6,1,2,316.67,not out
71,Rajasthan Royals,WP Saha,0,2,0,0,0.0,c SV Samson b TA Boult
71,Rajasthan Royals,Shubman Gill,35,21,5,1,166.67,"run out (D Padikkal, SO Hetmyer)"
71,Rajasthan Royals,MS Wade,35,30,6,0,116.67,c JC Buttler b OC McCoy
71,Rajasthan Royals,HH Pandya,40,27,5,0,148.15,not out
71,Rajasthan Royals,DA Miller,68,38,3,5,178.95,not out
74,Rajasthan Royals,WP Saha,5,7,1,0,71.43,b M Prasidh Krishna
74,Rajasthan Royals,Shubman Gill,45,43,3,1,104.65,not out
74,Rajasthan Royals,MS Wade,8,10,0,1,80.0,c R Parag b TA Boult
74,Rajasthan Royals,HH Pandya,34,30,3,1,113.33,c YBK Jaiswal b YS Chahal
74,Rajasthan Royals,DA Miller,32,19,3,1,168.42,not out
