innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiant,1,AM Rahane,30,25,RA Tripathi,27,21,63,46
1,Rising Pune Supergiant,2,SPD Smith,2,2,RA Tripathi,4,2,6,4
1,Rising Pune Supergiant,3,MS Dhoni,28,25,SPD Smith,25,21,58,46
1,Rising Pune Supergiant,4,SPD Smith,0,1,BA Stokes,0,0,0,1
1,Rising Pune Supergiant,5,DT Christian,1,3,BA Stokes,1,1,2,4
1,Rising Pune Supergiant,6,BA Stokes,1,2,MK Tiwary,0,0,1,2
1,Rising Pune Supergiant,7,SN Thakur,0,1,MK Tiwary,0,0,0,1
1,Rising Pune Supergiant,8,JD Unadkat,2,5,MK Tiwary,27,11,31,16
1,Rising Pune Supergiant,9,JD Unadkat,2,5,MK Tiwary,27,11,31,16
2,Royal Challengers Bangalore,1,V Kohli,14,8,Mandeep Singh,0,3,14,11
2,Royal Challengers Bangalore,2,AB de Villiers,13,11,V Kohli,14,11,27,22
2,Royal Challengers Bangalore,3,AB de Villiers,16,19,KM Jadhav,9,10,29,29
2,Royal Challengers Bangalore,4,SR Watson,10,15,KM Jadhav,9,12,21,27
2,Royal Challengers Bangalore,5,STR Binny,6,3,SR Watson,4,3,10,6
2,Royal Challengers Bangalore,6,P Negi,10,7,STR Binny,11,3,22,10
2,Royal Challengers Bangalore,7,STR Binny,1,2,AF Milne,1,1,2,3
2,Royal Challengers Bangalore,8,AF Milne,1,1,S Badree,0,1,1,2
2,Royal Challengers Bangalore,9,S Aravind,5,6,AF Milne,0,1,6,7
2,Royal Challengers Bangalore,10,YS Chahal,1,2,S Aravind,1,1,2,3
