innings,team,wicket_number,player_out,score,over
1,Rising Pune Supergiant,1,AM Rahane,63,8.4
1,Rising Pune Supergiant,2,RA Tripathi,69,9.2
1,Rising Pune Supergiant,3,MS Dhoni,127,16.6
1,Rising Pune Supergiant,4,SPD Smith,127,17.1
1,Rising Pune Supergiant,5,DT Christian,129,17.5
1,Rising Pune Supergiant,6,BA Stokes,130,18.1
1,Rising Pune Supergiant,7,SN Thakur,130,18.2
1,Rising Pune Supergiant,8,MK Tiwary,161,20.6
2,Royal Challengers Bangalore,1,Mandeep Singh,14,2.5
2,Royal Challengers Bangalore,2,V Kohli,41,6.3
2,Royal Challengers Bangalore,3,AB de Villiers,70,11.2
2,Royal Challengers Bangalore,4,KM Jadhav,91,15.5
2,Royal Challengers Bangalore,5,SR Watson,101,16.5
2,Royal Challengers Bangalore,6,P Negi,123,18.3
2,Royal Challengers Bangalore,7,STR Binny,125,18.6
2,Royal Challengers Bangalore,8,S Badree,126,19.2
2,Royal Challengers Bangalore,9,AF Milne,132,20.3
