innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,AF Milne,4.0,0,27,2,6.75,9,0,0
1,Royal Challengers Bangalore,P Negi,3.0,0,12,1,4.0,6,1,0
1,Royal Challengers Bangalore,S Aravind,4.0,0,29,2,7.25,9,1,0
1,Royal Challengers Bangalore,S Badree,4.0,0,32,1,8.0,7,0,0
1,Royal Challengers Bangalore,SR Watson,4.0,0,44,1,11.0,9,2,0
1,Royal Challengers Bangalore,YS Chahal,1.0,0,11,0,11.0,3,2,0
2,Rising Pune Supergiant,BA Stokes,4.0,0,18,3,4.5,11,1,0
2,Rising Pune Supergiant,DT Christian,4.0,0,26,0,6.5,7,1,0
2,Rising Pune Supergiant,Imran Tahir,4.0,0,27,1,6.75,6,1,0
2,Rising Pune Supergiant,JD Unadkat,4.0,0,25,2,6.25,12,1,0
2,Rising Pune Supergiant,SN Thakur,4.0,0,35,3,8.75,10,0,0
