innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bengaluru,PD Salt,0,1,0,0,0.0,c Dhruv Jurel b JC Archer,1
1,Royal Challengers Bengaluru,V Kohli,32,16,7,0,200.0,b Ravi Bishnoi,2
1,Royal Challengers Bengaluru,D Padikkal,14,7,3,0,200.0,c SO Hetmyer b JC Archer,3
1,Royal Challengers Bengaluru,RM Patidar,63,40,4,4,157.5,c D Ferreira b Sandeep Sharma,4
1,Royal Challengers Bengaluru,KH Pandya,1,6,0,0,16.67,c SO Hetmyer b Ravi Bishnoi,5
1,Royal Challengers Bengaluru,JM Sharma,5,8,0,0,62.5,lbw b Brijesh Sharma,6
1,Royal Challengers Bengaluru,TH David,13,9,2,0,144.44,c SO Hetmyer b Brijesh Sharma,7
1,Royal Challengers Bengaluru,R Shepherd,22,11,2,1,200.0,c Brijesh Sharma b RA Jadeja,8
1,Royal Challengers Bengaluru,VR Iyer,29,15,1,2,193.33,not out,9
1,Royal Challengers Bengaluru,B Kumar,9,7,1,0,128.57,not out,10
2,Rajasthan Royals,YBK Jaiswal,13,8,0,2,162.5,c JM Sharma b JR Hazlewood,1
2,Rajasthan Royals,V Suryavanshi,78,26,8,7,300.0,c V Kohli b KH Pandya,2
2,Rajasthan Royals,Dhruv Jurel,81,43,8,3,188.37,not out,3
2,Rajasthan Royals,SO Hetmyer,0,1,0,0,0.0,c JR Hazlewood b KH Pandya,4
2,Rajasthan Royals,R Parag,3,5,0,0,60.0,c KH Pandya b JR Hazlewood,5
2,Rajasthan Royals,RA Jadeja,24,25,1,0,96.0,not out,6
