innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bengaluru,death,62,1,30,12.4,8,7
1,Royal Challengers Bengaluru,middle,78,4,54,8.67,9,11
1,Royal Challengers Bengaluru,powerplay,61,3,36,10.17,10,13
2,Rajasthan Royals,death,58,0,38,9.16,5,3
2,Rajasthan Royals,middle,61,3,38,9.63,8,12
2,Rajasthan Royals,powerplay,83,1,32,15.56,16,11
