innings,over,ball,team,player_in,player_out,reason
1,15,1,Royal Challengers Bengaluru,VR Iyer,D Padikkal,impact_player
2,1,1,Rajasthan Royals,V Suryavanshi,Sandeep Sharma,impact_player
