innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,DA Warner,107,10.4
1,Sunrisers Hyderabad,2,WP Saha,170,15.3
2,Delhi Capitals,1,S Dhawan,1,1.3
2,Delhi Capitals,2,MP Stoinis,14,2.6
2,Delhi Capitals,3,SO Hetmyer,54,7.1
2,Delhi Capitals,4,AM Rahane,55,7.5
2,Delhi Capitals,5,SS Iyer,78,12.3
2,Delhi Capitals,6,AR Patel,83,13.5
2,Delhi Capitals,7,K Rabada,103,16.6
2,Delhi Capitals,8,RR Pant,103,17.1
2,Delhi Capitals,9,R Ashwin,125,18.6
2,Delhi Capitals,10,A Nortje,131,19.6
