innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Punjab Kings,Arshdeep Singh,4.0,0,50,2,12.5,10,6,0
1,Punjab Kings,M Jansen,4.0,0,40,0,10.0,5,1,0
1,Punjab Kings,Shashank Singh,3.0,0,20,2,6.67,7,1,0
1,Punjab Kings,Vijaykumar Vyshak,2.0,0,33,0,16.5,3,0,0
1,Punjab Kings,XC Bartlett,4.0,0,42,1,10.5,4,0,1
1,Punjab Kings,YS Chahal,3.0,0,33,0,11.0,3,3,0
2,Sunrisers Hyderabad,Abhishek Sharma,0.5,0,7,0,8.4,1,0,0
2,Sunrisers Hyderabad,E Malinga,3.0,0,46,0,15.33,6,2,0
2,Sunrisers Hyderabad,HV Patel,2.0,0,39,0,19.5,2,0,0
2,Sunrisers Hyderabad,Harsh Dubey,4.0,0,38,1,9.5,5,2,0
2,Sunrisers Hyderabad,JD Unadkat,3.0,0,40,0,13.33,4,0,0
2,Sunrisers Hyderabad,Nithish Kumar Reddy,2.0,0,20,0,10.0,1,0,0
2,Sunrisers Hyderabad,Shivang Kumar,4.0,0,33,3,8.25,8,1,0
