innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Daredevils,G Gambhir,79,48,7,3,164.58,st AC Gilchrist b PP Ojha,1
1,Delhi Daredevils,V Sehwag,0,2,0,0,0.0,c RP Singh b DP Vijaykumar,2
1,Delhi Daredevils,S Dhawan,68,52,8,0,130.77,not out,3
1,Delhi Daredevils,MF Maharoof,19,11,0,2,172.73,c RG Sharma b PP Ojha,4
1,Delhi Daredevils,TM Dilshan,16,6,2,1,266.67,run out (AC Gilchrist),5
1,Delhi Daredevils,MK Tiwary,4,1,1,0,400.0,not out,6
2,Deccan Chargers,AC Gilchrist,14,9,3,0,155.56,c TM Dilshan b GD McGrath,1
2,Deccan Chargers,Shahid Afridi,33,14,3,2,235.71,c AB de Villiers b A Mishra,2
2,Deccan Chargers,HH Gibbs,22,22,1,2,100.0,b A Mishra,3
2,Deccan Chargers,RG Sharma,35,18,3,2,194.44,b MF Maharoof,4
2,Deccan Chargers,SB Styris,29,28,2,0,103.57,c AB de Villiers b MF Maharoof,5
2,Deccan Chargers,Y Venugopal Rao,34,18,3,2,188.89,c Shoaib Malik b GD McGrath,6
2,Deccan Chargers,DB Ravi Teja,9,5,0,1,180.0,c Shoaib Malik b A Mishra,7
2,Deccan Chargers,RP Singh,1,2,0,0,50.0,st KD Karthik b A Mishra,8
2,Deccan Chargers,PP Ojha,0,1,0,0,0.0,c TM Dilshan b A Mishra,9
2,Deccan Chargers,DP Vijaykumar,1,1,0,0,100.0,not out,10
2,Deccan Chargers,PM Sarvesh Kumar,1,2,0,0,50.0,not out,11
