innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Titans,1,WP Saha,28,22,Shubman Gill,39,20,67,42
1,Gujarat Titans,2,WP Saha,26,17,B Sai Sudharsan,36,25,64,42
1,Gujarat Titans,3,B Sai Sudharsan,60,22,HH Pandya,21,11,81,33
1,Gujarat Titans,4,Rashid Khan,0,2,HH Pandya,0,1,2,3
1,Gujarat Titans,5,Rashid Khan,0,2,HH Pandya,0,1,2,3
2,Chennai Super Kings,1,RD Gaikwad,26,16,DP Conway,45,23,74,39
2,Chennai Super Kings,2,S Dube,1,1,DP Conway,2,2,4,3
2,Chennai Super Kings,3,S Dube,11,10,AM Rahane,27,13,39,23
2,Chennai Super Kings,4,AT Rayudu,19,8,S Dube,13,3,32,11
2,Chennai Super Kings,5,MS Dhoni,0,1,S Dube,0,0,0,1
2,Chennai Super Kings,6,RA Jadeja,15,6,S Dube,7,7,22,13
