innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Sunrisers Hyderabad,death,31,7,30,6.2,3,13
1,Sunrisers Hyderabad,middle,81,2,54,9.0,8,12
1,Sunrisers Hyderabad,powerplay,60,0,36,10.0,9,15
2,Kolkata Knight Riders,death,57,4,42,8.14,6,14
2,Kolkata Knight Riders,middle,50,0,41,7.32,4,11
2,Kolkata Knight Riders,powerplay,66,1,35,11.31,12,14
