innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,PP Shaw,30,4.1
1,Delhi Daredevils,2,GJ Maxwell,38,5.3
1,Delhi Daredevils,3,SS Iyer,75,9.6
1,Delhi Daredevils,4,RR Pant,139,17.5
2,Mumbai Indians,1,SA Yadav,12,1.4
2,Mumbai Indians,2,Ishan Kishan,57,7.1
2,Mumbai Indians,3,E Lewis,74,9.6
2,Mumbai Indians,4,KA Pollard,74,10.1
2,Mumbai Indians,5,KH Pandya,78,10.4
2,Mumbai Indians,6,RG Sharma,121,14.5
2,Mumbai Indians,7,HH Pandya,122,15.5
2,Mumbai Indians,8,M Markande,157,19.6
2,Mumbai Indians,9,BCJ Cutting,163,20.2
2,Mumbai Indians,10,JJ Bumrah,163,20.3
