innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Punjab Kings,MA Agarwal,52,32,6,2,162.5,c SA Yadav b M Ashwin,1
1,Punjab Kings,S Dhawan,70,50,5,3,140.0,c KA Pollard b Basil Thampi,2
1,Punjab Kings,JM Bairstow,12,13,1,0,92.31,b JD Unadkat,3
1,Punjab Kings,LS Livingstone,2,3,0,0,66.67,b JJ Bumrah,4
1,Punjab Kings,JM Sharma,30,15,2,2,200.0,not out,5
1,Punjab Kings,M Shahrukh Khan,15,6,0,2,250.0,b Basil Thampi,6
1,Punjab Kings,OF Smith,1,1,0,0,100.0,not out,7
2,Mumbai Indians,RG Sharma,28,17,3,2,164.71,c VG Arora b K Rabada,1
2,Mumbai Indians,Ishan Kishan,3,6,0,0,50.0,c JM Sharma b VG Arora,2
2,Mumbai Indians,D Brevis,49,25,4,5,196.0,c Arshdeep Singh b OF Smith,3
2,Mumbai Indians,Tilak Varma,36,20,3,2,180.0,"run out (MA Agarwal, Arshdeep Singh)",4
2,Mumbai Indians,SA Yadav,43,30,1,4,143.33,c OF Smith b K Rabada,5
2,Mumbai Indians,KA Pollard,10,11,1,0,90.91,"run out (JM Sharma, OF Smith)",6
2,Mumbai Indians,JD Unadkat,12,7,0,1,171.43,c MA Agarwal b OF Smith,7
2,Mumbai Indians,M Ashwin,0,2,0,0,0.0,not out,8
2,Mumbai Indians,JJ Bumrah,0,1,0,0,0.0,c S Dhawan b OF Smith,9
2,Mumbai Indians,TS Mills,0,2,0,0,0.0,c MA Agarwal b OF Smith,10
