innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,MA Agarwal,97,10.3
1,Punjab Kings,2,JM Bairstow,127,14.5
1,Punjab Kings,3,LS Livingstone,130,15.3
1,Punjab Kings,4,S Dhawan,151,17.6
1,Punjab Kings,5,M Shahrukh Khan,197,20.4
2,Mumbai Indians,1,RG Sharma,31,4.4
2,Mumbai Indians,2,Ishan Kishan,32,5.1
2,Mumbai Indians,3,D Brevis,116,11.6
2,Mumbai Indians,4,Tilak Varma,131,13.5
2,Mumbai Indians,5,KA Pollard,152,17.1
2,Mumbai Indians,6,SA Yadav,177,19.4
2,Mumbai Indians,7,JD Unadkat,185,20.3
2,Mumbai Indians,8,JJ Bumrah,186,20.4
2,Mumbai Indians,9,TS Mills,186,20.6
