innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,Ashok Sharma,4.0,0,45,2,11.25,11,2,1
1,Gujarat Titans,K Rabada,4.0,0,29,3,7.25,12,1,0
1,Gujarat Titans,M Prasidh Krishna,4.0,0,32,1,8.0,8,2,0
1,Gujarat Titans,Mohammed Siraj,4.0,0,23,2,5.75,14,0,0
1,Gujarat Titans,Rashid Khan,4.0,0,44,1,11.0,7,1,0
2,Kolkata Knight Riders,AS Roy,3.0,0,37,0,12.33,3,1,0
2,Kolkata Knight Riders,CV Varun,4.0,0,34,2,8.5,5,0,0
2,Kolkata Knight Riders,Kartik Tyagi,4.0,0,40,0,10.0,7,1,0
2,Kolkata Knight Riders,Ramandeep Singh,0.4,0,5,1,7.5,1,1,0
2,Kolkata Knight Riders,SP Narine,4.0,0,28,1,7.0,11,0,0
2,Kolkata Knight Riders,VG Arora,4.0,0,35,1,8.75,6,1,0
