innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,AM Rahane,5,1.4
1,Kolkata Knight Riders,2,A Raghuvanshi,21,2.6
1,Kolkata Knight Riders,3,TL Seifert,32,4.6
1,Kolkata Knight Riders,4,R Powell,87,11.6
1,Kolkata Knight Riders,5,AS Roy,147,15.5
1,Kolkata Knight Riders,6,RK Singh,148,16.1
1,Kolkata Knight Riders,7,Ramandeep Singh,165,17.3
1,Kolkata Knight Riders,8,SP Narine,166,18.3
1,Kolkata Knight Riders,9,Kartik Tyagi,173,19.2
1,Kolkata Knight Riders,10,C Green,180,20.6
2,Gujarat Titans,1,B Sai Sudharsan,57,6.1
2,Gujarat Titans,2,JC Buttler,95,10.1
2,Gujarat Titans,3,Washington Sundar,141,15.3
2,Gujarat Titans,4,Shubman Gill,158,17.6
2,Gujarat Titans,5,GD Phillips,177,20.1
